label,id,itemId,name,count,apiName,description,userLicense,editReadonlyFields,manageLoginAccessPolicies,managePasswordPolicies,manageProfilesPermissionsets,manageRoles,manageSharing,manageUsers,modifyAllData,resetPasswords,viewAllData,exportReport,dataExport,modifyAllPermission,apiEnabled,authorApex,canApproveUninstalledApps,namespace,isCustom,createdAt,updatedAt
Seller-Focused Sales Mobile Experience,2706629,,Seller-Focused Sales Mobile Experience,0,force__SalesCloudMobileUser,"Use an experience that’s tailored for sellers on mobile. Easily view and update key information, contact with a swipe, and keep deals on track.",Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Salesforce Console User,2706630,,Salesforce Console User,0,force__SalesConsoleUser,Enable Salesforce Console User,Sales Console User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Sales Engagement Basic User,2706631,,Sales Engagement Basic User,0,force__SalesEngagementBasicUser,"Access basic sales automation and email productivity features, including Quick Cadences, automated email, email tracking, and insert availability..",Sales Engagement Basic,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Sales Cloud User,2706632,,Sales Cloud User,0,force__SalesUserPsl,Denotes that the user is a Sales Cloud user.,Sales User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Sales Workspace User,2706633,,Sales Workspace User,0,force__SalesWorkspace,"Access sales metrics, recommended actions, and agent activity in Sales Workspace",Sales Workspace User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
SalesWorkspacePSG,2706634,,SalesWorkspacePSG,0,force__SalesWorkspacePSG,,,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Scale Center Standard Permission Set,2706635,,Scale Center Standard Permission Set,0,force__ScaleCenterStandardPS,Gives the user access to the Scale Center standard features.,Scale Center,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
ScaleCenterUsers,2706636,,ScaleCenterUsers,1,ScaleCenterUsers,,,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.677Z
SeaS Indexing C2C User Perm,2706637,,SeaS Indexing C2C User Perm,0,force__SeasIndexingPermSet,Allows the user to access entities indexed by SeaS indexing pipeline.,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Security Center Integration User,2706638,,Security Center Integration User,0,force__SecurityCommandCenterStandardPermSet,Access Security Center for Integration,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Service Analytics Admin,2706639,,Service Analytics Admin,0,force__ServiceAnalyticsAdmin,Create and customize Service Analytics apps and data flows.,Service Analytics Apps,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Service Analytics User,2706640,,Service Analytics User,0,force__ServiceAnalyticsUser,View Service Analytics apps.,Service Analytics Apps,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Service Cloud User,2706641,,Service Cloud User,0,force__ServiceUserPsl,Denotes that the user is a Service Cloud user.,Service User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Shield Key Broker User,2706642,,Shield Key Broker User,0,force__ShieldKeyBrokerUser,Access Shield Key Broker.,Shield Key Broker Admin User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Slack Sales Home User,2706643,,Slack Sales Home User,0,force__SlackElevateUser,Allows user to access Slack Sales Home,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Sales Cloud for Slack,2706644,,Sales Cloud for Slack,0,force__SlackSalesCloud,Gives the user access to the Sales Cloud for Slack app.,Salesforce,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Slack Service User,2706645,,Slack Service User,0,force__SlackServiceUser,Lets users run the flows for swarming with Service Cloud for Slack.,Slack Service User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Standard Einstein Activity Capture (Additional User),2706646,,Standard Einstein Activity Capture (Additional User),0,force__StandardEinsteinActivityCapture2Psl,"Access to Standard Einstein Activity Capture, additional set of licenses.",Standard Einstein Activity Capture User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Standard Einstein Activity Capture (First 100),2706647,,Standard Einstein Activity Capture (First 100),0,force__StandardEinsteinActivityCapturePsl,"Access to Standard Einstein Activity Capture, first set of licenses.",Standard Einstein Activity Capture User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Manage Subscriptions in Your Account: Identity User,2706648,,Manage Subscriptions in Your Account: Identity User,0,force__SubscriptionManagementPsl,Provides access to the Your Account app for Identity users to manage Salesforce subscriptions and purchase licenses without using a Salesforce license.,Your Account App: Identity User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Survey Creator,2706649,,Survey Creator,0,force__SurveyCreator,"Lets a user create, edit, and delete Surveys.",Survey Creator User - 1 Seats,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Tableau Next Included App Business User,2706650,,Tableau Next Included App Business User,0,force__TableauEinsteinIncludedAppBusinessUser,Allows manage access for the pre-packaged Tableau Next analytics installed in orgs.,Tableau Einstein Included App,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Tableau Included App Manager,2706651,,Tableau Included App Manager,0,force__TableauIncludedAppManager,Allow manage Tableau Included Apps.,Tableau Einstein Included App,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Trust Card Manager,2706652,,Trust Card Manager,0,force__TrustCardManagerPsl,"Lets users create, read, edit, and delete trust measures for their location's trust card. Also lets users preview and copy the trust card code snippet for their location.",Trust Card Manager,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Dialer Inbound,2706653,,Dialer Inbound,0,force__VoiceInbound,Enable Dialer Inbound calling functionality,Dialer Inbound User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Dialer Minutes,2706654,,Dialer Minutes,0,force__VoiceMinutes,Access Dialer Minutes,Dialer Minutes,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Dialer Outbound,2706655,,Dialer Outbound,0,force__VoiceOutbound,Enable Dialer Outbound calling functionality,Dialer Outbound User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
YourAccountFeatureDataPermSet,2706656,,YourAccountFeatureDataPermSet,0,force__YourAccountFeatureDataPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
YourAccountNotifierPermSet,2706657,,YourAccountNotifierPermSet,0,force__YourAccountNotifierPermSet,,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
Publish Suggested for You Nudges: Integration User,2706658,,Publish Suggested for You Nudges: Integration User,0,force__YukonNudgeHeadlessPublishPermSet,"Access the Core Adoption Service and tenant orgs, which are used to publish Suggested for You nudges.",Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,force,false,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.051Z
ASR Hotel,2706428,355256963,ASR Hotel,1,ASR_Hotel,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.405Z
ASR Shopping,2706429,355256964,ASR Shopping,1,ASR_Shopping,,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.409Z
Agent Script Recipes Data,2706431,355256966,Agent Script Recipes Data,1,Agent_Script_Recipes_Data,Grants access to data for Agent Script Recipes.,,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.416Z
Archive Search,2706457,355256992,Archive Search,1,OB_Archiver__ArchiverGlobalSearch,Provides access to the Global Search feature in the Archive application. Note: be aware that the Global Search feature provides read access the entire archive. Typically only Admins have this permission,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,OB_Archiver,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.476Z
Perm_Set_forCommunication_Preferences,2706474,355257008,Perm_Set_forCommunication_Preferences,1,Perm_Set_forCommunication_Preferences,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.519Z
Ready to Fly Admin,2706481,355257016,Ready to Fly Admin,3,Salesforce_Slack_App_Admin,Provides access to the Slack Authentication object to manage Slack and Salesforce connection,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.534Z
Security Center Extension Security Insights Policy Manager,2706498,355257033,Security Center Extension Security Insights Policy Manager,3,sc_ext__Security_Center_Extension_Security_Insights_Policy_Manager,This Permission Set will allow users to Manage Policies in Security Center Extension. This includes dismissing results in the Security Insights User Interface.,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,sc_ext,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.578Z
sfdc.activityplatform,2706511,355257046,sfdc.activityplatform,1,sfdcInternalInt__sfdc_activityplatform,Permset for the 'sfdc.activityplatform' C2C integration,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,sfdcInternalInt,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.617Z
Constraint Rules Engine Licenseless permission set,2706514,355257049,Constraint Rules Engine Licenseless permission set,1,sfdcInternalInt__sfdc_nc_constraints_engine_deploy,Create and manage constraint types and rules in Advanced Configurator.,Cloud Integration User,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,sfdcInternalInt,true,2026-05-04T00:47:07.051Z,2026-05-04T00:47:07.626Z
